,Dispositivo,data_hora,Temperatura,Umidade,N,P,K,pH,Produção
50,2602,2025-11-11T02:00:00.000,22.972251908184386,60.378049776408886,baixo,medio,baixo,8.072019740035389,3.2269548492996254
51,2602,2025-11-11T03:00:00.000,20.84475315875105,61.13116288953808,baixo,medio,baixo,6.17151994502719,2.841601752950319
52,2602,2025-11-11T04:00:00.000,19.969233999082125,79.62948691208173,medio,alto,medio,7.56196474725123,2.387792320369627
53,1366,2025-11-11T05:00:00.000,23.835028866522602,51.20327574237447,baixo,medio,medio,4.06078710416646,10.83116645554849
54,2602,2025-11-11T06:00:00.000,25.092998567487854,76.01094488367346,baixo,medio,medio,7.816576278457253,4.9352492769898255
55,2111,2025-11-11T07:00:00.000,24.793840357348596,67.3602622571718,medio,medio,alto,9.47972168545742,13.033151169911818
56,5409,2025-11-11T08:00:00.000,19.482347430332084,63.158462575687714,alto,medio,baixo,7.675440810068915,3.5699652982681123
57,1366,2025-11-11T09:00:00.000,21.072362872446355,71.7577298124541,medio,alto,medio,9.24219156079807,0
58,5409,2025-11-11T10:00:00.000,22.99379029421069,64.60006824274109,baixo,medio,medio,8.343838332796562,4.204630627168292
59,2602,2025-11-11T11:00:00.000,24.926635381367078,76.20269714244982,baixo,medio,medio,4.723350498422142,2.417256741663641
60,2602,2025-11-11T12:00:00.000,20.56247728646413,77.02105592033776,medio,baixo,baixo,9.414719843715051,12.38086598517653
61,2602,2025-11-11T13:00:00.000,21.44302307000855,62.65162780620366,medio,medio,alto,4.398663066134649,1.023134754657691
62,2111,2025-11-11T14:00:00.000,18.680995077981915,58.304833917051546,alto,medio,alto,7.203804835286583,9.65276641902028
63,2111,2025-11-11T15:00:00.000,18.411380127757987,67.77050985780087,medio,baixo,medio,4.852822742760746,7.471510813616841
64,1366,2025-11-11T16:00:00.000,24.437577467182592,77.37090036850073,medio,baixo,medio,4.070239664385424,29.511351866306445
65,5409,2025-11-11T17:00:00.000,26.06872008571247,56.319865670169996,baixo,medio,baixo,6.532205560765834,9.562651258293005
66,2602,2025-11-11T18:00:00.000,21.783969635258998,68.68899750690449,medio,medio,medio,5.770244245924937,13.441341385130777
67,2602,2025-11-11T19:00:00.000,25.010598693676073,68.94680660277561,baixo,medio,medio,6.916002962785618,7.914337723702527
68,2602,2025-11-11T20:00:00.000,23.084908075142902,71.99339067245843,alto,baixo,medio,7.463199320407305,16.68922674772228
69,2602,2025-11-11T21:00:00.000,20.06464073618463,53.9470305538178,medio,medio,alto,4.262434433853684,0
70,2111,2025-11-11T22:00:00.000,23.084186816525243,71.47474894046266,medio,baixo,medio,4.738019770742474,20.365336266203187
71,5409,2025-11-11T23:00:00.000,26.614109699397908,77.27097561996924,baixo,medio,medio,7.351854378702552,6.0276965585202085
72,5409,2025-11-12T00:00:00.000,21.892521882670145,55.390493266107256,baixo,baixo,medio,6.059004119035949,9.473290109823061
73,1366,2025-11-12T01:00:00.000,26.693930967442018,57.12629974771633,medio,baixo,baixo,8.375040925296688,14.912818431502224
74,2111,2025-11-12T02:00:00.000,14.140764687730767,79.14185282124919,baixo,baixo,medio,7.913749891551638,6.553461613963788
75,2602,2025-11-12T03:00:00.000,24.465707513125672,55.429308581284694,medio,medio,medio,9.073626177939442,6.368738246418678
76,5409,2025-11-12T04:00:00.000,22.261141204714512,75.63155280108737,baixo,baixo,medio,8.154956960015351,13.910806912659238
77,5409,2025-11-12T05:00:00.000,21.102977948602398,64.76833569344105,medio,medio,medio,6.579586464340888,13.59894156005772
78,2111,2025-11-12T06:00:00.000,22.275282329606508,57.41693223209531,alto,medio,medio,8.037799734366594,8.939510997384318
79,1366,2025-11-12T07:00:00.000,16.037293256197323,76.12249703817534,medio,medio,medio,5.652287045532511,4.637043677381577
80,1366,2025-11-12T08:00:00.000,21.340984336487463,63.359157650079965,medio,medio,medio,5.837880992669276,4.631558457395991
81,2602,2025-11-12T09:00:00.000,23.07133771453524,65.4445206178907,baixo,alto,medio,8.73391095952476,2.5500109896762866
82,1366,2025-11-12T10:00:00.000,26.433682134224547,60.77700108199297,baixo,baixo,alto,6.678517098409493,9.989372376486177
83,5409,2025-11-12T11:00:00.000,20.44518934517906,67.78852554304783,medio,medio,baixo,8.790282043110114,3.5824180476549827
84,1366,2025-11-12T12:00:00.000,19.574519191320437,54.90571617755069,medio,baixo,baixo,8.93453424200967,9.656750947545115
85,2602,2025-11-12T13:00:00.000,20.49472886924639,61.73244609955282,medio,baixo,medio,9.145374025967703,11.705219514414805
86,5409,2025-11-12T14:00:00.000,24.746206353106224,79.08236967005863,baixo,medio,baixo,9.499811415047244,0
87,1366,2025-11-12T15:00:00.000,22.986253328979053,57.74400298103383,baixo,medio,baixo,6.5859113230797774,14.604316216181159
88,1366,2025-11-12T16:00:00.000,20.410719388698883,69.70209993623877,baixo,alto,medio,5.913200909926833,7.024531296196929
89,2111,2025-11-12T17:00:00.000,23.539802299340067,59.75570192674085,alto,medio,medio,7.493192479564684,1.1649711127812115
90,2602,2025-11-12T18:00:00.000,22.291232648044122,73.20419377059802,baixo,alto,medio,6.227034540625765,3.5237678575094757
91,1366,2025-11-12T19:00:00.000,24.90593497159867,53.92620982155049,medio,baixo,alto,7.606445000801398,19.01737571850363
92,2111,2025-11-12T20:00:00.000,19.893840718367944,79.09463135235634,baixo,baixo,medio,8.233515175862948,20.042258115717374
93,5409,2025-11-12T21:00:00.000,21.017013560206696,63.61368624150918,medio,baixo,alto,8.13043011095282,7.2486943913769
94,2111,2025-11-12T22:00:00.000,20.823675540603528,57.081513900393915,medio,baixo,baixo,6.247317322120728,12.659698928897935
95,2111,2025-11-12T23:00:00.000,17.609455155603644,52.20490241990038,alto,medio,medio,5.001161210192517,10.656262558058254
96,1366,2025-11-13T00:00:00.000,22.88836083119373,55.09273715262622,alto,medio,alto,6.583176030773245,3.660074732109333
97,1366,2025-11-13T01:00:00.000,22.783165816539668,65.59321845668053,medio,baixo,medio,4.855564864491452,18.84461880690625
98,1366,2025-11-13T02:00:00.000,22.015340369927383,60.11009529293859,alto,alto,medio,9.34058221110285,0.6186977303216888
99,2111,2025-11-13T03:00:00.000,21.29623859987456,74.86650097647828,alto,alto,medio,6.0752647644271445,5.024678520715802
100,5409,2025-11-13T04:00:00.000,17.753887773848756,62.92662570985418,alto,baixo,baixo,4.926758483339943,4.345207317740753
101,2602,2025-11-13T05:00:00.000,20.738064031703924,57.461428177628896,alto,baixo,medio,4.152686559434505,12.279747919883265
102,2111,2025-11-13T06:00:00.000,20.971856450419693,68.5143495981209,baixo,baixo,medio,7.874934317718905,16.177544107900395
103,1366,2025-11-13T07:00:00.000,19.593168192335142,71.20331650656337,medio,baixo,alto,7.821413904728459,8.295818380347292
104,2602,2025-11-13T08:00:00.000,21.516142865001974,55.011257237028495,baixo,baixo,baixo,6.04362499948775,0
105,5409,2025-11-13T09:00:00.000,23.212152570443614,55.02857648864953,baixo,medio,alto,4.430271333085906,6.02518755820253
106,2602,2025-11-13T10:00:00.000,27.65855770363159,51.10014280800629,alto,baixo,alto,6.457773369371392,21.1282987381201
107,1366,2025-11-13T11:00:00.000,22.523733438495515,72.09206045196922,medio,medio,baixo,5.867304970380362,8.457400043188539
108,2111,2025-11-13T12:00:00.000,22.772651172168292,69.91413582865415,medio,alto,medio,8.062723838410056,4.944652382021093
109,2111,2025-11-13T13:00:00.000,21.7766622527015,64.23892627249441,alto,medio,alto,7.634675496716142,7.604681307537848
110,1366,2025-11-13T14:00:00.000,16.243686354102877,75.32511346907592,alto,alto,alto,6.18756236918524,12.587139998805249
111,2111,2025-11-13T15:00:00.000,21.920458373652348,74.1701045885016,alto,baixo,medio,5.30735532552994,19.94597803447357
112,1366,2025-11-13T16:00:00.000,22.18069062982308,67.56063093190257,baixo,medio,medio,9.92821579693355,5.109444674294618
113,2111,2025-11-13T17:00:00.000,29.38972633745586,76.04813841539776,baixo,medio,medio,6.724009727176689,7.572678508027392
114,2111,2025-11-13T18:00:00.000,21.422917105656634,56.17523630110305,medio,baixo,medio,8.129645414681423,11.944209964585163
115,2111,2025-11-13T19:00:00.000,22.904642027000836,53.357588581931836,baixo,baixo,baixo,4.843317805470164,15.474534674136478
116,5409,2025-11-13T20:00:00.000,21.89586469088427,58.092488345509686,baixo,medio,medio,6.913538197956386,5.298310776240178
117,5409,2025-11-13T21:00:00.000,18.493965887141403,51.712605682679445,medio,medio,baixo,4.165220319216793,4.357348521167427
118,1366,2025-11-13T22:00:00.000,25.42846844354506,65.93508584003096,medio,medio,baixo,7.0327307074627,5.594832811435808
119,5409,2025-11-13T23:00:00.000,24.255799098060322,78.09817076884885,medio,medio,medio,9.784104442706214,17.51654683481166
120,1366,2025-11-14T00:00:00.000,24.373095841129143,51.180306220055286,medio,medio,medio,6.305240277914802,18.43394458755397
121,2602,2025-11-14T01:00:00.000,19.271837635615782,53.66329742030081,medio,baixo,medio,4.233976075449469,6.172422287271086
122,2602,2025-11-14T02:00:00.000,26.2083829328083,63.565970848503056,baixo,medio,medio,4.185734745516061,8.473337366071249
123,5409,2025-11-14T03:00:00.000,17.794446811623157,78.01625052583715,baixo,baixo,medio,6.327920559681217,8.136585976368824
124,2602,2025-11-14T04:00:00.000,23.76057128140081,59.48468314930251,medio,baixo,baixo,4.960149618779164,0.46756131519817323
125,2602,2025-11-14T05:00:00.000,28.571366877429938,65.21704426065178,medio,alto,medio,4.1401125779691155,11.547423069232948
126,2111,2025-11-14T06:00:00.000,19.028391024607934,51.24718577151177,medio,medio,alto,8.53728168370106,5.341203453434902
127,2111,2025-11-14T07:00:00.000,20.301106811191683,54.45029602886267,baixo,medio,medio,6.751138053291344,7.537819078716282
128,1366,2025-11-14T08:00:00.000,22.298954095262925,79.5989036887654,alto,medio,medio,5.735468631835927,5.611050003385261
129,2602,2025-11-14T09:00:00.000,20.489573037651404,78.95356089308137,medio,medio,medio,9.400499098098884,7.182218999224087
130,1366,2025-11-14T10:00:00.000,17.3480097068016,50.148199428032285,medio,baixo,alto,4.696833761203154,0
131,1366,2025-11-14T11:00:00.000,22.205688924418084,78.55435356269717,medio,baixo,baixo,9.735512973731915,20.09118150981611
132,2602,2025-11-14T12:00:00.000,18.813088858821686,69.17359813446501,alto,baixo,medio,5.883800304264117,7.0995100617037235
133,5409,2025-11-14T13:00:00.000,23.420777291905544,76.03754883560066,medio,medio,medio,9.330422033852088,21.491076630219567
134,2602,2025-11-14T14:00:00.000,19.241727297298592,63.64219566901578,medio,medio,medio,7.617657258876769,8.304746148478094
135,2111,2025-11-14T15:00:00.000,26.649803215052618,65.46788085737751,alto,medio,baixo,8.960244158448925,1.373591598594071
136,2602,2025-11-14T16:00:00.000,19.65024012299129,64.6653974077076,medio,medio,medio,9.904078979262785,6.135071664790702
137,5409,2025-11-14T17:00:00.000,21.033815451382974,70.00592772638313,medio,alto,baixo,5.730432626912474,2.248604495156431
138,1366,2025-11-14T18:00:00.000,24.440551652109008,54.18953764268939,medio,baixo,medio,9.766812912445559,10.592434875043145
139,1366,2025-11-14T19:00:00.000,18.307407050698135,50.89920769618034,medio,baixo,medio,6.336891369414522,8.361658780800148
140,2111,2025-11-14T20:00:00.000,22.68237980381239,59.23789824773573,baixo,medio,baixo,6.313071428421534,9.259748671712423
141,2111,2025-11-14T21:00:00.000,25.921428262847286,71.1404228820994,medio,medio,alto,6.042322625527034,13.315102167237516
142,2111,2025-11-14T22:00:00.000,17.17755029631632,56.05560356368845,alto,alto,baixo,7.248445644085511,5.6498811056310565
143,1366,2025-11-14T23:00:00.000,22.553901575596914,70.20297299974752,alto,baixo,alto,4.924870259070922,8.293254925919218
144,2111,2025-11-15T00:00:00.000,22.779648382745272,79.09736138321811,medio,alto,medio,7.322268912148067,4.506543125064436
145,2602,2025-11-15T01:00:00.000,24.34546861533193,52.81702147368255,medio,alto,baixo,7.250228874460024,9.8278740314846
146,1366,2025-11-15T02:00:00.000,18.289147867365756,70.17806354675379,baixo,baixo,baixo,8.571410875629219,0.8383135483772066
147,5409,2025-11-15T03:00:00.000,18.03863016074717,63.312506579137136,alto,medio,alto,9.001899771625514,0
148,1366,2025-11-15T04:00:00.000,23.565824696850694,76.04426763132517,alto,medio,baixo,6.642648101874544,6.102878667661237
149,2602,2025-11-15T05:00:00.000,22.890954019699556,55.314493683421574,medio,alto,baixo,5.813999496108963,4.755407524623004
150,2602,2025-11-15T06:00:00.000,22.75147855103763,70.77877856678494,alto,baixo,medio,5.556009383902567,19.541602163391353
151,2111,2025-11-15T07:00:00.000,23.039344628490927,75.1434586894433,medio,medio,medio,5.167743020229231,13.98097375944641
152,1366,2025-11-15T08:00:00.000,19.959925835264528,78.3384265842207,medio,medio,medio,4.3458854931941495,11.39795744951027
153,1366,2025-11-15T09:00:00.000,22.696761091483012,70.49744084868938,baixo,medio,baixo,6.05468787300828,7.342346576324443
154,1366,2025-11-15T10:00:00.000,22.879217419896044,64.91524292025282,medio,medio,baixo,5.6214861527846995,12.905005554017668
155,5409,2025-11-15T11:00:00.000,19.856945745920896,68.53541720603641,medio,medio,baixo,9.798504315198445,0
156,2111,2025-11-15T12:00:00.000,27.59732353343427,76.06714953436155,medio,alto,baixo,7.346252957500264,8.995624761693275
157,2602,2025-11-15T13:00:00.000,23.42149876273536,67.11829239916489,medio,alto,medio,6.083662234183045,9.719059356459223
158,2602,2025-11-15T14:00:00.000,18.426089508392053,50.911611790905106,alto,alto,medio,7.4828056059621755,0
159,2111,2025-11-15T15:00:00.000,23.96966082590149,77.92846086520933,baixo,baixo,baixo,4.835180208074173,3.0811801362311826
160,2602,2025-11-15T16:00:00.000,19.075954989318035,70.68580253094683,medio,medio,medio,6.664262495213217,3.051896526886969
161,2602,2025-11-15T17:00:00.000,24.361253811227357,70.29540157331739,medio,baixo,medio,7.757405928526383,24.752726176379582
162,2111,2025-11-15T18:00:00.000,25.47578673702221,56.47025457193151,medio,medio,alto,6.933386990754708,12.828228426704234
163,2602,2025-11-15T19:00:00.000,19.537953044944867,69.76656410697971,medio,medio,alto,6.410672803925945,3.5071331501442495
164,1366,2025-11-15T20:00:00.000,24.890128387732965,61.81593216962476,baixo,medio,alto,9.963090333398188,2.81472910080938
165,5409,2025-11-15T21:00:00.000,23.238342780809496,69.53698931124477,baixo,medio,baixo,9.281888572893562,3.121051342840785
166,2111,2025-11-15T22:00:00.000,24.46618047998347,53.19779090923972,medio,alto,baixo,7.74043574895664,11.240828096216093
167,5409,2025-11-15T23:00:00.000,27.690378947961843,69.73535913809108,medio,baixo,medio,7.416264167093697,37.892723488616696
168,2602,2025-11-16T00:00:00.000,21.26383565199139,79.98241177311999,baixo,medio,baixo,7.723962878947504,5.180692130827968
169,2602,2025-11-16T01:00:00.000,19.73879150692753,51.44636116581668,medio,medio,medio,5.207872646934599,4.352001399537329
170,1366,2025-11-16T02:00:00.000,19.33145671112343,79.31522552663952,medio,baixo,medio,6.370826459585912,22.914994347885212
171,2111,2025-11-16T03:00:00.000,19.552569145103686,62.20723882168612,medio,baixo,alto,4.236757197345396,4.128192069984756
172,2602,2025-11-16T04:00:00.000,21.76869487175769,76.12260351011777,alto,alto,alto,6.85327622492096,12.512672364064846
173,2111,2025-11-16T05:00:00.000,23.02345592444993,73.4715645217482,baixo,alto,medio,7.258147503745979,6.896237171772993
174,2111,2025-11-16T06:00:00.000,22.830072397990058,67.01048782960004,baixo,alto,medio,5.366498416619257,4.870667460005898
175,2111,2025-11-16T07:00:00.000,24.481549747108073,72.1534762775398,medio,alto,medio,9.784173082993082,19.668902947138054
176,2111,2025-11-16T08:00:00.000,22.03900567563372,76.35546683904043,medio,baixo,baixo,9.456727665623452,8.942005822405855
177,2111,2025-11-16T09:00:00.000,26.36060223147195,62.12420964953099,medio,medio,medio,8.332859412735434,9.906905520773945
178,5409,2025-11-16T10:00:00.000,21.20602950028613,59.81099484689716,alto,medio,baixo,7.2003197725921755,0
179,1366,2025-11-16T11:00:00.000,30.160507499768855,70.02780156690754,alto,medio,medio,9.21981495788611,18.13752523487947
180,2111,2025-11-16T12:00:00.000,23.87700204329502,74.23537825823776,alto,medio,medio,4.783914062940777,18.03556948520807
181,5409,2025-11-16T13:00:00.000,19.42852733075115,72.86855404329847,medio,medio,medio,8.743058765649309,15.835741702032106
182,2602,2025-11-16T14:00:00.000,18.78732250581666,73.93440946575903,medio,medio,medio,4.74892488380109,12.907004450287129
183,2111,2025-11-16T15:00:00.000,23.447417245729557,63.06749944438799,medio,medio,medio,8.765263975296433,8.522206063314627
184,2602,2025-11-16T16:00:00.000,21.329611644022446,74.53502648525065,baixo,baixo,alto,5.654605409508141,8.838203943161504
185,2111,2025-11-16T17:00:00.000,24.142001482276275,53.60627166111826,medio,medio,baixo,9.262543486109134,0
186,5409,2025-11-16T18:00:00.000,23.419712873720634,66.33467293882549,baixo,medio,medio,9.664252562952388,17.54605835329263
187,5409,2025-11-16T19:00:00.000,21.78151326202938,50.172759814943646,alto,medio,medio,4.892775816430694,8.39854408142493
188,5409,2025-11-16T20:00:00.000,19.459618845794786,59.73757489700811,medio,baixo,medio,6.7760536303923615,5.575457479319633
189,1366,2025-11-16T21:00:00.000,17.455458325942406,60.99384604614194,medio,medio,alto,9.885924268976112,11.325516721646611
190,2602,2025-11-16T22:00:00.000,20.660455143798938,61.88518074827766,medio,baixo,baixo,6.90044461583888,3.8214617211642
191,1366,2025-11-16T23:00:00.000,24.569196382970418,70.86401620069586,baixo,medio,medio,9.181285135087272,10.075534091551818
192,2111,2025-11-17T00:00:00.000,22.642281232390612,61.65674303811037,baixo,medio,medio,7.5323891327879196,5.861314321271799
193,2602,2025-11-17T01:00:00.000,18.262783663864035,63.46080867867592,medio,medio,alto,6.251979447517611,8.384096606770576
194,5409,2025-11-17T02:00:00.000,22.519542777553546,57.12632392622982,baixo,baixo,baixo,5.714701333155221,7.158975517557707
195,2602,2025-11-17T03:00:00.000,23.15595213918651,61.1975537488802,medio,medio,medio,5.219338546516523,1.520451915514927
196,5409,2025-11-17T04:00:00.000,19.3484276913966,56.81808881789455,alto,medio,medio,8.570789148266183,5.768006439201685
197,1366,2025-11-17T05:00:00.000,22.461175317836584,52.19587771305331,alto,medio,baixo,6.319243040938167,11.082597649206665
198,1366,2025-11-17T06:00:00.000,22.174626155338,68.10345780144134,medio,medio,medio,7.067652773204507,8.818966137361109
199,5409,2025-11-17T07:00:00.000,18.571089106508133,70.04638395665049,baixo,medio,medio,6.953952880007091,9.510646842393864
200,5409,2025-11-17T08:00:00.000,23.07336208104485,68.58471038028844,alto,medio,medio,7.463674175398787,3.5029703621747186
201,2111,2025-11-17T09:00:00.000,23.682353579104703,63.90482131401717,alto,baixo,alto,9.193462873747313,16.209565201104024
202,1366,2025-11-17T10:00:00.000,25.24915372952583,61.3935734053769,baixo,baixo,medio,9.884436061500576,12.564962585352415
203,1366,2025-11-17T11:00:00.000,25.16140615610471,75.90000948715476,medio,medio,medio,6.445505251442902,15.948579456303225
204,2111,2025-11-17T12:00:00.000,17.866991896128727,65.57245355408654,baixo,medio,medio,8.965113532637819,5.346969213020812
205,1366,2025-11-17T13:00:00.000,19.18652488025463,64.37545632889193,alto,medio,baixo,8.587166767928306,8.926031703578294
206,5409,2025-11-17T14:00:00.000,23.54510580162598,50.76926197419307,alto,baixo,baixo,7.441173708733439,14.770103426322631
207,2602,2025-11-17T15:00:00.000,23.541357852736628,60.23743482878469,baixo,baixo,medio,9.736282861671599,16.387355208753405
208,2602,2025-11-17T16:00:00.000,23.545143058918143,61.40586856357571,alto,medio,medio,5.2028470931704165,9.580079472239348
209,1366,2025-11-17T17:00:00.000,33.558194471964164,61.964683426907015,medio,baixo,baixo,4.655585261857729,22.147986863795538
210,2111,2025-11-17T18:00:00.000,23.7126715320795,67.40517107681997,alto,medio,medio,9.123771801732532,9.106916382780234
211,5409,2025-11-17T19:00:00.000,25.406696920541798,66.00807640180635,medio,baixo,medio,6.63489889980249,26.277373680105434
212,2602,2025-11-17T20:00:00.000,24.86200529047961,68.23715278380334,alto,medio,baixo,9.081813125242363,5.627690794089448
213,5409,2025-11-17T21:00:00.000,23.954173753917395,72.94649784626385,baixo,alto,medio,9.35854123117249,4.105427569326484
214,1366,2025-11-17T22:00:00.000,21.054192266078964,74.3895721614828,medio,baixo,baixo,4.374745561714429,6.719633951045123
215,1366,2025-11-17T23:00:00.000,24.276907661479804,71.54369228679484,baixo,medio,alto,9.300788577916364,0
216,2602,2025-11-18T00:00:00.000,19.681524356387285,78.66571087864804,alto,baixo,alto,6.689914332216533,9.205128579440814
217,1366,2025-11-18T01:00:00.000,21.289544179779973,50.54697748029085,alto,medio,medio,7.062594934025393,6.8846422929562285
218,2111,2025-11-18T02:00:00.000,20.54390935651269,55.87333957050638,alto,medio,baixo,7.759555066559262,0
219,1366,2025-11-18T03:00:00.000,22.245622418158966,50.22688624934426,alto,medio,medio,9.558295640380521,6.715047317428888
220,1366,2025-11-18T04:00:00.000,28.943975700020527,69.4242414246381,baixo,medio,alto,4.114696566578584,17.96705934795593
221,1366,2025-11-18T05:00:00.000,16.398204422224758,76.94091646849961,medio,alto,medio,6.861060809906903,10.254263765249405
222,5409,2025-11-18T06:00:00.000,24.058780571123542,57.30446889728898,baixo,baixo,baixo,8.126332254583364,16.95185632986781
223,5409,2025-11-18T07:00:00.000,17.161852386431043,77.8110363438892,baixo,baixo,medio,8.336241746189371,9.235424680042012
224,2602,2025-11-18T08:00:00.000,20.5842044026317,51.80802170868682,baixo,alto,alto,8.155194589222647,10.943570899600072
225,2602,2025-11-18T09:00:00.000,25.2668517909021,78.03308080416542,medio,medio,medio,4.806610776448731,8.801365251568875
